episode_id,duid,class,first_exit_rel_h,reversed,ma_at_issue,in_new_lobe,in_old_lobe
1181,TORRB3,signal after direction,0.389166666666667,FALSE,,TRUE,FALSE
1184,TORRB3,signal then direction,-30.1522222222222,FALSE,0,TRUE,TRUE
1185,TORRB3,signal then direction,-5.38944444444444,FALSE,0,TRUE,TRUE
1189,TORRB3,signal then direction,-8.31055555555556,FALSE,17.7866666666667,TRUE,FALSE
1191,TORRB3,signal after direction,16.5086111111111,TRUE,200,TRUE,FALSE
1196,TORRB3,signal then direction,-4.65833333333333,FALSE,0,TRUE,FALSE
1201,TORRB3,signal after direction,16.0136111111111,FALSE,,TRUE,FALSE
1203,TORRB3,signal then direction,-31.1361111111111,FALSE,0,TRUE,FALSE
1204,TORRB3,no exit signal ever,,FALSE,,TRUE,TRUE
1205,TORRB3,signal then direction,-1.02194444444444,TRUE,0,FALSE,TRUE
1206,TORRB3,signal after direction,0.0441666666666667,FALSE,,TRUE,FALSE
1207,TORRB3,signal after direction,23.615,FALSE,,FALSE,TRUE
1208,TORRB3,signal after direction,22.675,FALSE,,TRUE,FALSE
1209,TORRB3,signal then direction,-5.84861111111111,FALSE,0,TRUE,TRUE
1211,TORRB3,signal then direction,-27.4866666666667,FALSE,94.2064516129032,TRUE,FALSE
1215,TORRB3,signal then direction,-3.93222222222222,TRUE,0,TRUE,FALSE
1217,TORRB3,signal then direction,-8.54472222222222,TRUE,0,FALSE,TRUE
1221,TORRB3,signal then direction,-11.1077777777778,FALSE,0,TRUE,FALSE
1222,TORRB3,signal after direction,21.0527777777778,FALSE,,TRUE,FALSE
1420,TORRB4,signal after direction,0.0502777777777778,FALSE,,FALSE,TRUE
1423,TORRB4,signal then direction,-5.965,FALSE,0,FALSE,TRUE
1425,TORRB4,no exit signal ever,,FALSE,,TRUE,FALSE
1426,TORRB4,signal after direction,0.259722222222222,FALSE,,TRUE,FALSE
1428,TORRB4,signal after direction,0.0752777777777778,FALSE,,TRUE,TRUE
1431,TORRB4,signal after direction,0.176388888888889,FALSE,,TRUE,TRUE
1432,TORRB4,signal then direction,-6.86694444444444,FALSE,0,TRUE,TRUE
1433,TORRB4,signal then direction,-10.5794444444444,FALSE,0,TRUE,TRUE
1434,TORRB4,signal then direction,-7.34916666666667,FALSE,0,TRUE,TRUE
1435,TORRB4,signal then direction,-7.24527777777778,FALSE,0,TRUE,FALSE
1436,TORRB4,signal then direction,-0.00166666666666667,FALSE,21.3592233009709,FALSE,TRUE
1437,TORRB4,signal then direction,-5.08083333333333,FALSE,0,TRUE,FALSE
1438,TORRB4,signal then direction,-4.40638888888889,FALSE,0,TRUE,FALSE
1440,TORRB4,signal after direction,16.5455555555556,FALSE,,TRUE,FALSE
1443,TORRB4,signal then direction,-6.99805555555556,FALSE,0,TRUE,FALSE
1444,TORRB4,signal then direction,-4.18444444444445,FALSE,102.615384615385,TRUE,TRUE
1445,TORRB4,signal then direction,-5.19638888888889,FALSE,40,FALSE,TRUE
1446,TORRB4,signal then direction,-1.90277777777778,TRUE,42.24,TRUE,TRUE
1447,TORRB4,signal then direction,-6.31361111111111,FALSE,0,TRUE,FALSE
1448,TORRB4,signal then direction,-6.24416666666667,FALSE,111.166666666667,TRUE,FALSE
1450,TORRB4,signal then direction,-47.7533333333333,FALSE,0,TRUE,TRUE
1451,TORRB4,no exit signal ever,,FALSE,85.5853658536585,TRUE,FALSE
1452,TORRB4,signal then direction,-5.4975,FALSE,0,TRUE,TRUE
1456,TORRB4,signal then direction,-46.9544444444445,FALSE,0,TRUE,FALSE
1457,TORRB4,signal after direction,3.58388888888889,FALSE,,TRUE,FALSE
1461,TORRB4,signal then direction,-2.99444444444444,TRUE,0,TRUE,TRUE
1462,TORRB4,signal then direction,-5.55277777777778,FALSE,44.4285714285714,TRUE,FALSE
1463,TORRB4,signal then direction,-6.38388888888889,FALSE,97.2222222222222,TRUE,FALSE
1466,TORRB4,signal then direction,-1.71888888888889,FALSE,100,TRUE,FALSE
1467,TORRB4,signal then direction,-7.2125,FALSE,0,TRUE,FALSE
1470,TORRB4,signal then direction,-0.636111111111111,FALSE,0,TRUE,FALSE
1473,TORRB4,signal then direction,-6.25833333333333,FALSE,0,TRUE,TRUE
1476,TORRB4,signal then direction,-27.6652777777778,FALSE,0,TRUE,FALSE
1477,TORRB4,no exit signal ever,,FALSE,40,FALSE,TRUE
1485,TORRB4,signal then direction,-4.765,FALSE,95.875,TRUE,TRUE
1486,TORRB4,signal then direction,-8.58305555555556,FALSE,58.9714285714286,TRUE,TRUE
1487,TORRB4,signal then direction,-26.5672222222222,FALSE,0,TRUE,FALSE
1490,TORRB4,signal then direction,-6.82222222222222,TRUE,100.904347826087,FALSE,TRUE
1491,TORRB4,no exit signal ever,,FALSE,196.923076923077,TRUE,FALSE
