DUID,d0,d1,ma1,ch1,ab1,ma0,ch0,ab0,d_ma,d_ch,d_ab,reg,material,grp
TORRB4,2024-01-09,2024-01-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-11,2024-01-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-26,2024-01-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-28,2024-01-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-01-30,2024-02-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-02-01,2024-02-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-02-02,2024-02-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-02-03,2024-02-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-02-05,2024-02-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-02-07,2024-02-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-02-08,2024-02-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-12,2024-03-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-13,2024-03-15,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-15,2024-03-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-17,2024-03-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-18,2024-03-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-19,2024-03-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-20,2024-03-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-21,2024-03-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-22,2024-03-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-23,2024-03-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-24,2024-03-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-25,2024-03-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-26,2024-03-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-27,2024-03-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-28,2024-03-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-29,2024-03-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-30,2024-04-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-03-31,2024-04-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-01,2024-04-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-02,2024-04-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-03,2024-04-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-04,2024-04-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-05,2024-04-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-06,2024-04-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-07,2024-04-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-08,2024-04-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-09,2024-04-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-10,2024-04-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-11,2024-04-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-12,2024-04-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-13,2024-04-15,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-14,2024-04-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-15,2024-04-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-16,2024-04-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-17,2024-04-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-18,2024-04-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-19,2024-04-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-20,2024-04-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-21,2024-04-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-22,2024-04-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-23,2024-04-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-24,2024-04-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-25,2024-04-27,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-26,2024-04-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-27,2024-04-29,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-28,2024-04-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-29,2024-05-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-04-30,2024-05-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-01,2024-05-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-02,2024-05-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-03,2024-05-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-04,2024-05-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-05,2024-05-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-06,2024-05-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-07,2024-05-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-08,2024-05-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-09,2024-05-11,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-10,2024-05-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-11,2024-05-13,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-12,2024-05-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-13,2024-05-15,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-14,2024-05-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-15,2024-05-17,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-16,2024-05-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-17,2024-05-19,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-18,2024-05-20,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-19,2024-05-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-20,2024-05-22,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-21,2024-05-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-22,2024-05-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-23,2024-05-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-24,2024-05-26,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-05-25,2024-05-27,68.2291666666667,61.4583333333333,15,0,0,24,68.2291666666667,61.4583333333333,-9,200,TRUE,quiet
TORRB4,2024-05-26,2024-05-28,109.166666666667,64.1666666666667,6.5,0,0,24,109.166666666667,64.1666666666667,-17.5,200,TRUE,quiet
TORRB4,2024-05-27,2024-05-29,0,0,24,68.2291666666667,61.4583333333333,15,-68.2291666666667,-61.4583333333333,9,200,TRUE,quiet
TORRB4,2024-05-28,2024-05-30,0,0,24,109.166666666667,64.1666666666667,6.5,-109.166666666667,-64.1666666666667,17.5,200,TRUE,quiet
TORRB4,2024-05-29,2024-05-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-06-04,2024-06-06,200,95.7291666666667,0,200,172.083333333333,0,0,-76.3541666666667,0,200,TRUE,quiet
TORRB4,2024-06-05,2024-06-07,200,102.8125,0,200,97.5,0,0,5.3125,0,200,FALSE,quiet
TORRB4,2024-07-10,2024-07-12,200,161.770833333333,0,200,134.479166666667,0,0,27.2916666666667,0,200,TRUE,quiet
TORRB4,2024-07-11,2024-07-13,200,85.9375,0,200,148.333333333333,0,0,-62.3958333333334,0,200,TRUE,quiet
TORRB4,2024-07-12,2024-07-14,200,89.0625,0,200,161.770833333333,0,0,-72.7083333333334,0,200,TRUE,quiet
TORRB4,2024-07-13,2024-07-15,200,101.875,0,200,85.9375,0,0,15.9375,0,200,TRUE,quiet
TORRB4,2024-07-14,2024-07-16,200,124.583333333333,0,200,89.0625,0,0,35.5208333333333,0,200,TRUE,quiet
TORRB4,2024-08-04,2024-08-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-08-06,2024-08-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-08-08,2024-08-10,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-08-10,2024-08-12,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-08-12,2024-08-14,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-08-14,2024-08-16,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-08-16,2024-08-18,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-08-28,2024-08-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-11-19,2024-11-21,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-11-20,2024-11-22,80.6006944444444,72.4340277777778,13.5,0,0,24,80.6006944444444,72.4340277777778,-10.5,200,TRUE,quiet
TORRB4,2024-11-21,2024-11-23,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-11-26,2024-11-28,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-11-28,2024-11-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-11-29,2024-12-01,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-11-30,2024-12-02,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-01,2024-12-03,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-02,2024-12-04,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-03,2024-12-05,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-04,2024-12-06,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-05,2024-12-07,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-06,2024-12-08,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-07,2024-12-09,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-22,2024-12-24,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-23,2024-12-25,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-28,2024-12-30,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
TORRB4,2024-12-29,2024-12-31,0,0,24,0,0,24,0,0,0,200,FALSE,quiet
